,paper_id,citing_paper_id,title,result_id,link,snippet,resources_title,resources_link,citation_count,cites_id,versions,cluster_id,full_citation,key_words,authors,pub_info,year
105,105,15,Ευφυείς λιμένες,l505nc-hhhcJ,https://hellanicus.lib.aegean.gr/handle/11610/22071,"Οι σύγχρονες προκλήσεις που αντιμετωπίζει η ναυτιλία οδήγησε στην ανάγκη μετασχηματισμού του ρόλου του σύγχρονου λιμένα, προκειμένου να είναι σε θέση να ανταπεξέλθει στο διαρκώς μεταβαλλόμενο και ιδιαίτερα ανταγωνιστικό περιβάλλον. Έτσι, η …",aegean.gr,https://hellanicus.lib.aegean.gr/bitstream/handle/11610/22071/SMART_PORTS_2021.pdf?sequence=1&isAllowed=y,0,no data,no data,no data,"Τσάτσαρη, Κωνσταντίνα. ""Ευφυείς λιμένες."" (2021).","['ευφυείς', 'λιμένες']","Τσάτσαρη, Κωνσταντίνα.",(2021).,2021
106,106,16,Ocean container transport in global supply chains: Overview and research opportunities,PnKc0G2U5f4J,https://www.sciencedirect.com/science/article/pii/S0191261515302691,"This paper surveys the extant research in the field of ocean container transport. A wide range of issues is discussed including strategic planning, tactical planning and operations management issues, which are categorized into six research areas. The relationships …",liverpool.ac.uk,https://livrepository.liverpool.ac.uk/3050771/2/TRB_Lee_Song_accepted.pdf,220,18367249854672695870,13,18367249854672695870,"Lee, Chung-Yee, and Dong-Ping Song. ""Ocean container transport in global supply chains: Overview and research opportunities."" Transportation Research Part B: Methodological 95 (2017): 442-474.","['ocean', 'container', 'transport', 'global', 'supply', 'chains', 'overview', 'research', 'opportunities']","Lee, Chung-Yee, and Dong-Ping Song.",Transportation Research Part B: Methodological 95 (2017): 442-474.,2017
107,107,16,The multi-port berth allocation problem with speed optimization and emission considerations,76B_gyYBBjIJ,https://www.sciencedirect.com/science/article/pii/S136192091630551X,"The container shipping industry faces many interrelated challenges and opportunities, as its role in the global trading system has become increasingly important over the last decades. On the one side, collaboration between port terminals and shipping liners can lead to costs …",ljmu.ac.uk,http://researchonline.ljmu.ac.uk/id/eprint/6580/1/TRD_2016_538_R1.pdf,82,3604569816683225327,13,3604569816683225327,"Venturini, Giada, et al. ""The multi-port berth allocation problem with speed optimization and emission considerations."" Transportation Research Part D: Transport and Environment 54 (2017): 142-159.","['multiport', 'berth', 'allocation', 'problem', 'speed', 'optimization', 'emission', 'considerations']","Venturini, Giada, et al.",Transportation Research Part D: Transport and Environment 54 (2017): 142-159.,2017
108,108,16,Towards sustainable ASEAN port development: challenges and opportunities for Vietnamese ports,yDuAUO6YOXsJ,https://www.sciencedirect.com/science/article/pii/S2092521216300281,"Sustainability agendas are challenging port authorities around the world to find ways of operating and managing their ports efficiently and effectively in terms of economic, social, as well as environmental development. In this respect, governments in ASEAN countries have …",sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S2092521216300281,65,8879296289657863112,6,8879296289657863112,"Roh, Saeyeon, Vinh V. Thai, and Yiik Diew Wong. ""Towards sustainable ASEAN port development: challenges and opportunities for Vietnamese ports."" The Asian Journal of Shipping and Logistics 32.2 (2016): 107-118.","['towards', 'sustainable', 'asean', 'port', 'development', 'challenges', 'opportunities', 'vietnamese', 'ports']","Roh, Saeyeon, Vinh V. Thai, and Yiik Diew Wong.",The Asian Journal of Shipping and Logistics 32.2 (2016): 107-118.,2016
109,109,16,Flexible ship loading problem with transfer vehicle assignment and scheduling,soQW2ov-CVQJ,https://www.sciencedirect.com/science/article/pii/S0191261517308196,"This paper presents the flexible containership loading problem for seaport container terminals. The integrated management of loading operations, planning of the transport vehicles to use and their scheduling is what we define as the Flexible Ship Loading Problem …",liverpool.ac.uk,https://livrepository.liverpool.ac.uk/3067112/1/Flexible%20ship%20loading%20problem%20with%20transfer%20vehicle%20assignment%20and%20scheduling%2C%20Transportation%20Research%20Part%20B-%20Methodological%2C%20111%2C%20113-134%2C2018.pdf,46,6055651050589160626,9,6055651050589160626,"Iris, Çağatay, et al. ""Flexible ship loading problem with transfer vehicle assignment and scheduling."" Transportation Research Part B: Methodological 111 (2018): 113-134.","['flexible', 'ship', 'loading', 'problem', 'transfer', 'vehicle', 'assignment', 'scheduling']","Iris, Çağatay, et al.",Transportation Research Part B: Methodological 111 (2018): 113-134.,2018
110,110,16,Fuzzy comprehensive evaluation of port-centric supply chain disruption threats,N9oF8cp3ungJ,https://www.sciencedirect.com/science/article/pii/S0964569117306233,"A port with reliable operations and management plays a pivotal role in ensuring supply chain continuity, given the integral role of ports in supply chains nowadays. As supply chain parties are closely linked to each other in today's globalised trade, any disruption at ports …",no data,no data,31,8699397343730326071,4,8699397343730326071,"Loh, Hui Shan, et al. ""Fuzzy comprehensive evaluation of port-centric supply chain disruption threats."" Ocean & Coastal Management 148 (2017): 53-62.","['fuzzy', 'comprehensive', 'evaluation', 'portcentric', 'supply', 'chain', 'disruption', 'threats']","Loh, Hui Shan, et al.",Ocean & Coastal Management 148 (2017): 53-62.,2017
111,111,16,"Optimal planning for container prestaging, discharging, and loading processes at seaport rail terminals with uncertainty",8UgN7_ozhsEJ,https://www.sciencedirect.com/science/article/pii/S1366554518302527,This paper considers the optimal planning problem for container prestaging and dynamic discharging/loading at seaport rail terminals subject to uncertainties. We formulate the problem into a stochastic dynamic programming model to minimise the total logistics cost …,liverpool.ac.uk,https://livrepository.liverpool.ac.uk/3027049/1/TRE_2018_Xie_Song_optimal_planning_rail_terminal.pdf,26,13944890449044785393,11,13944890449044785393,"Xie, Ying, and Dong-Ping Song. ""Optimal planning for container prestaging, discharging, and loading processes at seaport rail terminals with uncertainty."" Transportation Research Part E: Logistics and Transportation Review 119 (2018): 88-109.","['optimal', 'planning', 'container', 'prestaging', 'discharging', 'loading', 'processes', 'seaport', 'rail', 'terminals', 'uncertainty']","Xie, Ying, and Dong-Ping Song.",Transportation Research Part E: Logistics and Transportation Review 119 (2018): 88-109.,2018
112,112,16,Analysis of the efficiency of port container terminals with the use of the data envelopment analysis method of relative productivity evaluation,okfFzMoO7LwJ,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.baztech-cfd462f6-ef02-4d54-8d41-6a81f2d61558,The article presents a method for evaluating the efficiency of port container terminals. The research was conducted for nine European terminals which use different handling technologies. The terminals have been divided due to the level of automation of transport …,icm.edu.pl,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.baztech-cfd462f6-ef02-4d54-8d41-6a81f2d61558/c/WI_C5_9ANICKI_2C_CHYBOWSKI_2C_CZARNECKI_Management_nr_1_2017.pdf,22,13613272037815830434,12,13613272037815830434,"Wiśnicki, Bogusz, Leszek Chybowski, and Maksymilian Czarnecki. ""Analysis of the efficiency of port container terminals with the use of the data envelopment analysis method of relative productivity evaluation."" Management Systems in Production Engineering (2017).","['analysis', 'efficiency', 'port', 'container', 'terminals', 'use', 'data', 'envelopment', 'analysis', 'method', 'relative', 'productivity', 'evaluation']","Wiśnicki, Bogusz, Leszek Chybowski, and Maksymilian Czarnecki.",Management Systems in Production Engineering (2017).,2017
113,113,16,A feasibility-based heuristic for the container pre-marshalling problem,vCBDJjPjhn4J,https://www.sciencedirect.com/science/article/pii/S0377221716304155,"This paper addresses the container pre-marshalling problem (CPMP) which rearranges containers inside a storage bay to a desired layout. By far, target-driven algorithms have relatively good performance among all algorithms; they have two key components: first …",no data,no data,21,9117224304482918588,8,9117224304482918588,"Wang, Ning, et al. ""A feasibility-based heuristic for the container pre-marshalling problem."" European Journal of Operational Research 256.1 (2017): 90-101.","['feasibilitybased', 'heuristic', 'container', 'premarshalling', 'problem']","Wang, Ning, et al.",European Journal of Operational Research 256.1 (2017): 90-101.,2017
114,114,16,"Impact of government subsidy on BOT contract design: Price, demand, and concession period",8Z6OuYTC-rQJ,https://www.sciencedirect.com/science/article/pii/S0191261517308846,Private provision of logistics infrastructure through build-operate-transfer (BOT) contracts has become increasingly popular worldwide. These contracts involve incentive conflicts between private sector concerning profit and government concerning social welfare. To …,no data,no data,26,13040949546309295857,6,13040949546309295857,"Wang, Fan, et al. ""Impact of government subsidy on BOT contract design: Price, demand, and concession period."" Transportation Research Part B: Methodological 110 (2018): 137-159.","['impact', 'government', 'subsidy', 'bot', 'contract', 'design', 'price', 'demand', 'concession', 'period']","Wang, Fan, et al.",Transportation Research Part B: Methodological 110 (2018): 137-159.,2018
115,115,16,Improving the performance of dry and maritime ports by increasing knowledge about the most relevant functionalities of the Terminal Operating System (TOS),7t8E9cYWZosJ,https://www.mdpi.com/430346,"Maritime transport in the European Union has increased in the last years, triggering congestion in many of the most important sea and river ports. A lot of works have highlighted how the connection between these ports and dry ports can contribute to reducing port …",mdpi.com,https://www.mdpi.com/2071-1050/11/6/1648/pdf,25,10044741062666543086,9,10044741062666543086,"Hervás-Peralta, Miguel, et al. ""Improving the performance of dry and maritime ports by increasing knowledge about the most relevant functionalities of the Terminal Operating System (TOS)."" Sustainability 11.6 (2019): 1648.","['improving', 'performance', 'dry', 'maritime', 'ports', 'increasing', 'knowledge', 'relevant', 'functionalities', 'terminal', 'operating', 'system', 'tos']","Hervás-Peralta, Miguel, et al.",Sustainability 11.6 (2019): 1648.,2019
116,116,17,"US maritime ports: trends, policy implications, and research needs",jN5TCM69jTcJ,https://journals.sagepub.com/doi/abs/10.1177/089124240001400309,"Major changes in ports and marine shipping in the United States since 1960 resulted from (a) containerization, intermodalism, and increasing scale;(b) reduced rail and over-the-road freight shipping costs;(c) advances in freight logistics and information technology; and (d) …",psu.edu,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.891.9853&rep=rep1&type=pdf,61,4003064336402865804,4,4003064336402865804,"Helling, Amy, and Theodore H. Poister. ""US maritime ports: trends, policy implications, and research needs."" Economic Development Quarterly 14.3 (2000): 300-317.","['us', 'maritime', 'ports', 'trends', 'policy', 'implications', 'research', 'needs']","Helling, Amy, and Theodore H. Poister.",Economic Development Quarterly 14.3 (2000): 300-317.,2000
117,117,17,Underground freight transportation. A new development for automated freight transportation systems in the Netherlands,r2XoqTG14owJ,https://ieeexplore.ieee.org/abstract/document/948756/,Underground freight transportation (UFT) is introduced as a possible alternative for transporting freight. The latest developments on UFT in the Netherlands are discussed and the OLS-ASH project is used to illustrate the designing of such highly automated freight …,psu.edu,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.122.7890&rep=rep1&type=pdf,47,10151875734955124143,4,10151875734955124143,"Pielage, B-J. ""Underground freight transportation. A new development for automated freight transportation systems in the Netherlands."" ITSC 2001. 2001 IEEE Intelligent Transportation Systems. Proceedings (Cat. No. 01TH8585). IEEE, 2001.","['underground', 'freight', 'transportation', 'new', 'development', 'automated', 'freight', 'transportation', 'systems', 'netherlands']","Pielage, B-J.","ITSC 2001. 2001 IEEE Intelligent Transportation Systems. Proceedings (Cat. No. 01TH8585). IEEE, 2001.",2001
118,118,17,New concepts for city logistics,AUKomORyEtoJ,https://www.emerald.com/insight/content/doi/10.1108/9780080473222-025/full/html?utm_source=TrendMD&utm_medium=cpc&utm_campaign=Logistics_Systems_for_Sustainable_Cities_TrendMD_0,"The continuing urbanization, the still increasing cargo distribution volumes towards the city centers and the spectacular growth in road transportation are deteriorating the traffic situation in large cities, and so a heavy threat for fast, predictable and cost-effective city …",no data,no data,10,15713748375988355585,4,15713748375988355585,"Rijsenbrij, Joan C. ""New concepts for city logistics."" Logistics Systems for Sustainable Cities. Emerald Group Publishing Limited, 2004.","['new', 'concepts', 'city', 'logistics']","Rijsenbrij, Joan C.","Logistics Systems for Sustainable Cities. Emerald Group Publishing Limited, 2004.",2004
119,119,17,Developments in underground freight transportation,i_RyvYtHbPkJ,https://books.google.com/books?hl=en&lr=&id=cpL13iVsAA8C&oi=fnd&pg=PA65&ots=VsM6XBit8q&sig=GVYD7PVOKihRAptAPJTSlflNhIA,"Underground transportation is not new; there have been operational underground freight transportation systems for at least 150 years. Underground Freight Transportation (UFT) focuses on transporting freight, using subterranean tunnels or tubes. Although we all know …",no data,no data,6,17972818878433260683,4,17972818878433260683,"Pielage, B., and Joan Rijsenbrij. ""Developments in underground freight transportation."" The Future of Automated Freight Transport: Concepts, Design and Implementation. UK: Edward Elgar Publishing, 2005. 65-84.","['developments', 'underground', 'freight', 'transportation']","Pielage, B., and Joan Rijsenbrij.","The Future of Automated Freight Transport: Concepts, Design and Implementation. UK: Edward Elgar Publishing, 2005. 65-84.",2005
120,120,17,Conceptual design of automated freight transport systems.,i9kPSkBl_mEJ,https://elibrary.ru/item.asp?id=9358945,"The conceptual design of automated freight transport systems (AFTS''s) is a challenging matter. It involves many different parties, types of people and disciplines which all have to work together to develop a system which is often new and complex. AFTS''s typically have a long …",no data,no data,3,7061192592558381451,4,7061192592558381451,"Pielage, B. A. ""Conceptual design of automated freight transport systems."" (2005): 0348-0348.","['conceptual', 'design', 'automated', 'freight', 'transport', 'systems']","Pielage, B. A.",(2005): 0348-0348.,2005
121,121,17,Ondergronds Logistiek Systeem ASH: Projectdocument van het deelproject transporttechniek en besturingssysteem,t2i9_Jric5wJ,no data,no data,no data,no data,1,11273603447531595959,no data,no data,"Rijsenbrij, J. C., Ir JR Dunselman, and B. A. Pielage. ""Ondergronds Logistiek Systeem ASH: Projectdocument van het deelproject transporttechniek en besturingssysteem."" TRAIL Research School, the Netherlands (in Dutch) (2000).","['ondergronds', 'logistiek', 'systeem', 'ash', 'projectdocument', 'deelproject', 'transporttechniek', 'besturingssysteem']","Rijsenbrij, J. C., Ir JR Dunselman, and B. A. Pielage.","TRAIL Research School, the Netherlands (in Dutch) (2000).",2000
